 0.000004948   0.000584713  -1.121034684
 0.000035439   0.002021873  -0.088334994
 1.230310844   0.712414375   0.450803734
 1.230322326   0.713498849   2.072262141
 0.000021094   0.002852376   2.559041255
-0.000020630   0.001298623   3.662505765
 2.460678928   0.000584713  -1.121034684
 2.460709419   0.002021873  -0.088334994
 3.690984824   0.712414375   0.450803734
 3.690996306   0.713498849   2.072262141
 2.460695074   0.002852376   2.559041255
 2.460653350   0.001298623   3.662505765
 1.230341938   2.131590890  -1.121034684
 1.230372429   2.133028050  -0.088334994
 2.460647834   2.843420552   0.450803734
 2.460659316   2.844505026   2.072262141
 1.230358084   2.133858553   2.559041255
 1.230316360   2.132304800   3.662505765
 3.691015918   2.131590890  -1.121034684
 3.691046409   2.133028050  -0.088334994
 4.921321814   2.843420552   0.450803734
 4.921333296   2.844505026   2.072262141
 3.691032064   2.133858553   2.559041255
 3.690990340   2.132304800   3.662505765
